Mixing_Time,Active_1,Active_2,RM_3,RM_4,Active_3,RM_6,RM_7,RM_8,Active_4,Water,Crashout,Viscosity,PC_1-4,PC_2-4,PC_3-4,PC_4-4,PC_1-5,PC_2-5,PC_3-5,PC_4-5,PC_5-5
1.0,1,3.79,1.17,1.5,2.44,11.0,3.5,1.25,29.39,44.96,0.0053,4342,-1.9196069064433452,0.13301117405404933,0.45458406004541,-0.6208316258243354,-1.9196069064433452,0.13301117405404933,0.45458406004541,-0.6208316258243354,-0.3457534639124736
1.0,1,3.8,1.17,1.5,2.4,11.0,3.5,1.25,29.13,45.25,0.0026,6586,-1.9038764338224683,0.049086179076545784,0.43119690237215813,-0.6486185808655529,-1.9038764338224683,0.049086179076545784,0.43119690237215813,-0.6486185808655529,-0.3237056101683353
1.5,1,3.89,1.17,1.5,2.89,11.0,3.5,1.25,24.89,48.91,0.0,9338,-2.2187346153797303,-1.837271646856077,0.0034287368988619327,-0.09020433180604942,-2.2187346153797303,-1.837271646856077,0.0034287368988619327,-0.09020433180604942,0.40174428681548197
1.5,1,3.64,1.17,1.5,2.54,11.0,3.5,1.25,27.89,46.51,0.0041,7949,-1.92255392577547,-0.4226344425921211,-0.05630425143920573,-0.10139498295937012,-1.92255392577547,-0.4226344425921211,-0.05630425143920573,-0.10139498295937012,0.16717312706641832
1.5,1,3.79,1.17,1.5,2.44,11.0,3.5,1.25,29.39,44.96,0.0001,7349,-1.9478992985085397,0.10945766442392173,-0.1320911622445733,-0.21033558137460545,-1.9478992985085397,0.10945766442392173,-0.1320911622445733,-0.21033558137460545,-0.375510939517816
1.5,1,3.8,1.17,1.5,2.4,11.0,3.5,1.25,29.13,45.25,0.0027,7293,-1.9204522196689133,0.02741665168667272,-0.10623068777175154,-0.18144498541059836,-1.9204522196689133,0.02741665168667272,-0.10623068777175154,-0.18144498541059836,-0.3621129826257043
2.0,1,3.89,1.17,1.5,2.89,11.0,3.5,1.25,24.89,48.91,0.0025,9884,-2.230004768221459,-1.858088050212628,-0.511698038688335,0.40263456976447815,-2.230004768221459,-1.858088050212628,-0.511698038688335,0.40263456976447815,0.35941997993455355
2.0,1,3.64,1.17,1.5,2.54,11.0,3.5,1.25,27.89,46.51,0.0141,8860,-1.9172439754774588,-0.4407848333445382,-0.5017409815366761,0.47164800022232417,-1.9172439754774588,-0.4407848333445382,-0.5017409815366761,0.47164800022232417,0.11260840011186725
2.0,1,3.79,1.17,1.5,2.44,11.0,3.5,1.25,29.39,44.96,0.0026,7569,-1.9591694513502678,0.08864126106737069,-0.6472179378317704,0.28250332019592234,-1.9591694513502678,0.08864126106737069,-0.6472179378317704,0.28250332019592234,-0.4178352463987444
2.0,1,3.8,1.17,1.5,2.4,11.0,3.5,1.25,29.13,45.25,0.001,7409,-1.9410072302688959,0.005107281271806791,-0.6603838888331953,0.266479630457676,-1.9410072302688959,0.005107281271806791,-0.6603838888331953,0.266479630457676,-0.39758265426540407
2.5,1,3.89,1.17,1.5,2.89,11.0,3.5,1.25,24.89,48.91,0.0001,9587,-2.252107255114484,-1.880646248470546,-1.0723556439954869,0.8430734713490436,-2.252107255114484,-1.880646248470546,-1.0723556439954869,0.8430734713490436,0.32509274750172534
2.5,1,3.64,1.17,1.5,2.54,11.0,3.5,1.25,27.89,46.51,0.0079,8561,-1.9477470479612848,-0.4646938113218841,-1.0977082098919564,0.8714501671238986,-1.9477470479612848,-0.4646938113218841,-1.0977082098919564,0.8714501671238986,0.08448298051634125
2.5,1,3.79,1.17,1.5,2.44,11.0,3.5,1.25,29.39,44.96,0.0,7270,-1.981714074327019,0.06601196914000922,-1.2097339443519814,0.7208034462708568,-1.981714074327019,0.06601196914000922,-1.2097339443519814,0.7208034462708568,-0.45183606762960943
2.5,1,3.8,1.17,1.5,2.4,11.0,3.5,1.25,29.13,45.25,0.0009,6952,-1.9580251521990668,-0.0166333397875102,-1.1996698801901644,0.7315144504029992,-1.9580251521990668,-0.0166333397875102,-1.1996698801901644,0.7315144504029992,-0.43566361552080995
0.5,5,3.44,0.73,1.06,2.44,10.56,3.06,0.81,24.44,48.46,0.0605,3600,0.6954570110458828,-1.6201462600783376,1.3098387149605328,-0.6463214652472425,0.6954570110458828,-1.6201462600783376,1.3098387149605328,-0.6463214652472425,0.4640858104329032
0.5,5,3.19,0.73,1.06,2.09,10.56,3.06,0.81,27.44,46.06,0.284,2464,1.4766609844980034,-0.12751930043479406,3.288771857348599,1.688724617664766,1.4766609844980034,-0.12751930043479406,3.288771857348599,1.688724617664766,-0.12855843786986795
0.5,5,3.34,0.73,1.06,1.99,10.56,3.06,0.81,28.94,44.51,0.0502,2015,0.943301251563301,0.32288618039059674,1.0776819527380102,-0.877669041316616,0.943301251563301,0.32288618039059674,1.0776819527380102,-0.877669041316616,-0.29619603339830547
0.5,5,3.36,0.73,1.06,1.96,10.56,3.06,0.81,28.69,44.81,0.1084,1864,1.0829915189582253,0.24594190042831462,1.621642692628418,-0.25447422791038227,1.0829915189582253,0.24594190042831462,1.621642692628418,-0.25447422791038227,-0.383365440963273
1.0,5,3.44,0.73,1.06,2.44,10.56,3.06,0.81,24.44,48.46,0.1395,7703,0.8533039102295021,-1.6137693348727264,1.5055504033685465,0.6645990687571851,0.8533039102295021,-1.6137693348727264,1.5055504033685465,0.6645990687571851,0.29690921880102417
